idx,level,strategy,context,response,word_count,input_tokens,output_tokens,latency_seconds,meta_commentary_stripped,leading_header_stripped,condition,true_label,pred_label,correct
441,2,Information,[seeker] I don't know. Psychologist appointments are very expensive in my country. [seeker] And without a job I do not have any insurance.,I understand the financial barrier. Have you explored community mental health centers or sliding-scale clinics that charge based on income? Some also offer free support groups. Would researching local mental health resources in your area be helpful?,37,124,48,1.24,False,False,predicted,Self-disclosure,Information,False
441,4,Information,[seeker] I don't know. Psychologist appointments are very expensive in my country. [seeker] And without a job I do not have any insurance.,"Many countries have sliding-scale mental health clinics or community health centers that charge based on income, making therapy more affordable when you're between jobs.",24,405,33,1.12,False,False,predicted,Self-disclosure,Information,False
442,2,Self-disclosure,"[seeker] I have not heard of charities that does that. If I am suicidal, may be, but I guess they are not dealing with stress from normal job seekers...","I totally get that feeling—job searching can feel isolating when you're stressed and struggling. I've felt overwhelmed before too. But reaching out like you're doing right now? That takes courage, and it matters.",33,134,48,1.22,False,False,predicted,Providing Suggestions,Self-disclosure,False
442,4,Self-disclosure,"[seeker] I have not heard of charities that does that. If I am suicidal, may be, but I guess they are not dealing with stress from normal job seekers...","I've reached out to job counselors during career transitions, and honestly, some were surprisingly helpful with the stress piece—not just resume tips. Might be worth a quick search for ones specifically trained in mental health support.",36,424,48,1.253,False,False,predicted,Providing Suggestions,Self-disclosure,False
453,2,Providing Suggestions,[seeker] I cannot craft. If I made them something it would be so bad.,"You don't need perfect crafting skills to show someone you care. Even simple things matter—a heartfelt handwritten note, a playlist of meaningful songs, or baking their favorite treat. It's the thought and effort that counts most.",36,112,53,1.278,False,False,predicted,Affirmation and Reassurance,Providing Suggestions,False
453,4,Providing Suggestions,[seeker] I cannot craft. If I made them something it would be so bad.,Maybe consider making something simple together—like decorating a frame or creating a playlist. The effort and time you spend often matters more than how polished it looks.,27,418,36,1.437,False,False,predicted,Affirmation and Reassurance,Providing Suggestions,False
485,2,Others,"[seeker] yes. its better to be alone than with a partner who didn't understand us. really you are awesome mam ! there is a lot to learn from you ! [seeker] i feel like you can clearly see through my mind. [supporter] Thank you! You are so very kind! And you are very sweet too, willing to hear the truth! That is an admirable quality!  You deserve a partner willing to work on problems, not a quitter.",I'm so glad our conversation has been helpful! You have such thoughtful self-awareness. I hope you continue to trust your instincts and surround yourself with people who truly value you. Take care of yourself!,34,193,48,1.168,False,False,predicted,Others,Others,True
485,4,Others,"[seeker] yes. its better to be alone than with a partner who didn't understand us. really you are awesome mam ! there is a lot to learn from you ! [seeker] i feel like you can clearly see through my mind. [supporter] Thank you! You are so very kind! And you are very sweet too, willing to hear the truth! That is an admirable quality!  You deserve a partner willing to work on problems, not a quitter.",Thanks so much for those kind words. I'm glad we could talk through this together. Wishing you all the best as you move forward.,24,416,33,0.923,False,False,predicted,Others,Others,True
496,2,Information,[seeker] I don't want to involve friends or family into this,"That's completely understandable. There are confidential resources available—like therapists, counselors, or helplines—where you can talk to trained professionals without involving your personal circle. Would exploring those options feel more comfortable for you?",32,104,51,1.117,False,False,predicted,Affirmation and Reassurance,Information,False
496,4,Information,[seeker] I don't want to involve friends or family into this,Many people find that keeping difficult situations private initially can feel safer than risking judgment or unwanted involvement. That choice is entirely yours to make.,25,385,32,1.042,False,False,predicted,Affirmation and Reassurance,Information,False
507,2,Self-disclosure,[seeker] surprising better when can talk about all this [seeker] and none really just staying indoors,"I totally get that. Sometimes just being able to name what we're feeling out loud—even to someone—makes such a difference. I've noticed people often feel less alone when they can finally talk freely, even if it's just to process things.",40,117,54,1.392,False,False,predicted,Affirmation and Reassurance,Self-disclosure,False
507,4,Self-disclosure,[seeker] surprising better when can talk about all this [seeker] and none really just staying indoors,"I've found that isolating indoors tends to make everything feel heavier. Getting thoughts out in the open, like you're doing now, really does shift things.",25,407,37,1.176,False,False,predicted,Affirmation and Reassurance,Self-disclosure,False
509,2,Affirmation and Reassurance,"[seeker] well, any plans yourself [supporter] okay, it is important to remember to look out for yourself and do what is good for you, so if he calls and wants help when he doesn't deserve it, sometimes its best to say no.","You're showing real wisdom by thinking ahead about your boundaries. It takes strength to consider what's healthy for you. Whatever you decide, know that prioritizing your own wellbeing is always the right call.",33,153,45,1.122,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
509,4,Affirmation and Reassurance,"[seeker] well, any plans yourself [supporter] okay, it is important to remember to look out for yourself and do what is good for you, so if he calls and wants help when he doesn't deserve it, sometimes its best to say no.","You're recognizing when someone doesn't deserve your energy—that's real wisdom. Setting that boundary takes courage, especially with people close to you.",21,434,33,0.921,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
530,2,Question,[seeker] i was sad to today [seeker] my partner cheating with me [supporter] Can you tell me a little about what happened?,"I'm so sorry you're going through this. When you found out about the cheating, how did you discover it? And how are you feeling right now in this moment?",29,125,39,0.896,False,False,predicted,Affirmation and Reassurance,Question,False
530,4,Question,[seeker] i was sad to today [seeker] my partner cheating with me [supporter] Can you tell me a little about what happened?,"When did you find out about this, and how did you discover it?",13,385,18,0.895,False,False,predicted,Affirmation and Reassurance,Question,False
535,2,Affirmation and Reassurance,[seeker] ok i will try it,"That's wonderful—I'm really glad you're willing to give it a try. You're showing real courage and strength by taking this step. I believe in you, and I'm here to support you every step of the way. You've got this.",39,109,55,1.246,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
535,4,Affirmation and Reassurance,[seeker] ok i will try it,"That willingness to give something a genuine try, even when you're uncertain, shows real courage. You're taking a concrete step forward rather than staying stuck.",25,390,35,0.989,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
536,2,Others,"[seeker] yes thanks for advice to my situation, i feel better","I'm really glad to hear that! It's wonderful that you're feeling better. Remember, I'm always here if you need to talk through anything else. Take care of yourself, and don't hesitate to reach out anytime. 💙",36,108,54,1.274,False,False,predicted,Others,Others,True
536,4,Others,"[seeker] yes thanks for advice to my situation, i feel better",That's great to hear. Wishing you all the best as you move forward with everything.,15,331,23,0.998,False,False,predicted,Others,Others,True
537,2,Others,[seeker] thanking you support,"You're very welcome! I'm really glad I could be here for you. Remember, I'm always available if you need to talk through anything else. Take care of yourself, and be kind to yourself as you move forward. 💙",38,101,52,0.987,False,False,predicted,Others,Others,True
537,4,Others,[seeker] thanking you support,"You're welcome. I'm glad I could help. Take care of yourself, and feel free to come back anytime you need to talk.",22,324,32,0.81,False,False,predicted,Others,Others,True
546,2,Self-disclosure,"[seeker] Too much politics behand the virus and helping the people. [seeker] Florida is mandatory, but Georgia is lacks. Tennessee is mandatory but other states are not as caring.",I hear your frustration—it's genuinely disheartening when politics seem to overshadow people's wellbeing. I've felt that same disappointment watching inconsistent responses across states. Your concern for fairness really comes through.,30,134,53,1.241,False,False,predicted,Reflection of feelings,Self-disclosure,False
546,4,Self-disclosure,"[seeker] Too much politics behand the virus and helping the people. [seeker] Florida is mandatory, but Georgia is lacks. Tennessee is mandatory but other states are not as caring.",I've noticed how differently states respond to crises—it can feel frustrating when where you live seems to affect what help actually reaches you. That inconsistency must add stress to an already difficult situation.,33,424,45,1.208,False,False,predicted,Reflection of feelings,Self-disclosure,False
550,2,Self-disclosure,[seeker] I wear mine for my own protection. What about you? [seeker] I have to travel to Virginia soon and I want to arrive clean [seeker] I am only traveling now because of issues otherwise I would be in FLorida [seeker] I miss the bneaches [supporter] I wear mine to protect other people.... I do have health issues that could complicate things but I dont thing it will stop me from getting it.,"I totally understand missing those beaches—there's something about that ocean air that's really healing. I hope your Virginia trip goes smoothly, and maybe you can plan a Florida getaway soon. Take care of yourself.",34,191,47,1.327,False,False,predicted,Reflection of feelings,Self-disclosure,False
550,4,Self-disclosure,[seeker] I wear mine for my own protection. What about you? [seeker] I have to travel to Virginia soon and I want to arrive clean [seeker] I am only traveling now because of issues otherwise I would be in FLorida [seeker] I miss the bneaches [supporter] I wear mine to protect other people.... I do have health issues that could complicate things but I dont thing it will stop me from getting it.,I've had that same pull between where I want to be and where I need to be right now. The beaches will still be there once things settle down for you.,31,481,37,1.594,False,False,predicted,Reflection of feelings,Self-disclosure,False
558,2,Self-disclosure,[seeker] Mostly online.,"I totally get that—a lot of my interactions happen online too. There's something about digital spaces that can feel safer sometimes, but also more isolating. What's your experience been like with that balance?",33,102,45,1.162,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
558,4,Self-disclosure,[seeker] Mostly online.,"I've spent a lot of time navigating online spaces too, and it can feel isolating sometimes. What's drawing you to connect more online right now?",25,392,35,1.164,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
566,2,Self-disclosure,[seeker] I have been struggling for motivation to do anything the past couple weeks.  This is a really hard time of year for me.  I lost my cousin in a car accident at the age of 14 in a car accident coming up on 20 years this year.  We were very close.  I was 17 at the time.  Her was an alcoholic and my parents raised her a majority of her life.  Then 3 years ago 5 days after her death anniversary I lost my boyfriend at the age of 32 in a car accident.  I dread the holidays.,"I'm genuinely moved by your story. Losing two people you loved so deeply in similar ways is profound grief. Many people find this time of year triggers accumulated loss. Your dread makes complete sense, and it's okay to struggle right now.",41,225,54,1.236,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
566,4,Self-disclosure,[seeker] I have been struggling for motivation to do anything the past couple weeks.  This is a really hard time of year for me.  I lost my cousin in a car accident at the age of 14 in a car accident coming up on 20 years this year.  We were very close.  I was 17 at the time.  Her was an alcoholic and my parents raised her a majority of her life.  Then 3 years ago 5 days after her death anniversary I lost my boyfriend at the age of 32 in a car accident.  I dread the holidays.,"When my best friend moved away suddenly, I found myself going through the motions for weeks, unable to push myself. That weight you're carrying right now—especially with these anniversaries stacked together—that's a lot to hold.",35,515,51,1.31,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
587,2,Self-disclosure,[seeker] it's tough when I look around and everyone seems to do better than me,"I really hear you. I've felt that way too—caught in comparison mode where everyone's highlight reel makes my reality feel small. It's isolating. What matters is remembering you're seeing their edited version, not their full story.",36,113,53,1.454,False,False,predicted,Providing Suggestions,Self-disclosure,False
587,4,Self-disclosure,[seeker] it's tough when I look around and everyone seems to do better than me,I've felt that sting before when comparing my progress to others around me. It can really shake your confidence. What's making you feel like you're falling behind right now?,29,403,39,0.989,False,False,predicted,Providing Suggestions,Self-disclosure,False
605,2,Self-disclosure,"[seeker] He's a teacher, so taking a class might remind me of him.","I totally get that. I've found that sometimes when we're grieving, even familiar environments can feel heavy. It's okay to take space from things that trigger those memories right now.",30,113,41,1.149,False,False,predicted,Providing Suggestions,Self-disclosure,False
605,4,Self-disclosure,"[seeker] He's a teacher, so taking a class might remind me of him.",I've felt that too—being in certain spaces when someone's absence is fresh can hit differently. It makes sense that a classroom would feel loaded with those memories right now.,29,403,38,1.278,False,False,predicted,Providing Suggestions,Self-disclosure,False
610,2,Information,[seeker] But what if it doesn't pass? [seeker] And I cannot afford therapy.,"Many therapists offer sliding scale fees based on income, and some provide free sessions. Additionally, crisis hotlines and support groups are completely free resources available 24/7. Would exploring these options help?",31,111,44,1.248,False,False,predicted,Affirmation and Reassurance,Information,False
610,4,Information,[seeker] But what if it doesn't pass? [seeker] And I cannot afford therapy.,"Many employers offer Employee Assistance Programs that provide free counseling sessions, typically 3-6 per year. Some communities also have sliding-scale mental health clinics based on income.",26,392,41,1.128,False,False,predicted,Affirmation and Reassurance,Information,False
655,2,Reflection of feelings,"[seeker] Yes, this is why, if I lose my job, my financial situation will affect the family.","It sounds like you're carrying a lot of weight right now—worried not just about yourself, but about how your job loss could impact the people you care about most. That's a heavy burden to bear.",35,118,45,1.226,False,False,predicted,Providing Suggestions,Reflection of feelings,False
655,4,Reflection of feelings,"[seeker] Yes, this is why, if I lose my job, my financial situation will affect the family.","It sounds like there's a weight on you—the responsibility of being your family's financial anchor, and the anxiety that comes with knowing how much depends on your job security.",29,392,38,1.272,False,False,predicted,Providing Suggestions,Reflection of feelings,False
658,2,Restatement or Paraphrasing,[seeker] i'm having difficulty dealing with a coworker that doesn't take constructive feedback on standard work procedures well and is now starting her own investigation.,"So it sounds like you're dealing with a coworker who gets defensive when you offer feedback about work procedures, and now she's looking into things on her own. That's adding extra stress to the situation for you.",37,137,48,1.319,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
658,4,Restatement or Paraphrasing,[seeker] i'm having difficulty dealing with a coworker that doesn't take constructive feedback on standard work procedures well and is now starting her own investigation.,"It sounds like you're dealing with a coworker who resists your feedback about work procedures, and now she's taking matters into her own hands by investigating something on her own?",30,408,40,1.079,False,False,predicted,Restatement or Paraphrasing,Restatement or Paraphrasing,True
659,2,Reflection of feelings,[seeker] Me and my manager. She feels that we are targeting her.,"It sounds like you're in a really uncomfortable position, feeling like you and your manager are at odds. That must be frustrating and stressful for you. Can you tell me more about what's making her feel targeted?",37,111,49,1.233,False,False,predicted,Information,Reflection of feelings,False
659,4,Reflection of feelings,[seeker] Me and my manager. She feels that we are targeting her.,"It sounds like you're feeling caught in a difficult dynamic where your manager perceives your actions as personal criticism, even though that may not be your intention.",27,385,34,1.047,False,False,predicted,Information,Reflection of feelings,False
681,2,Information,[seeker] yes i updated resume but my old company is not interested to give my experience letter,"Many employers will verify employment directly without needing a formal letter. You can list your role, dates, and responsibilities on your resume. If asked, provide contact details for supervisors who can vouch for your work experience.",36,109,48,1.272,False,False,predicted,Reflection of feelings,Information,False
681,4,Information,[seeker] yes i updated resume but my old company is not interested to give my experience letter,"Many employers require written verification of employment history through background checks or direct company contact, so a missing experience letter doesn't necessarily block your job prospects.",26,390,32,1.202,False,False,predicted,Reflection of feelings,Information,False
682,2,Information,"[seeker] yes i have , but i scaring to ask them . i never depend on any body since my childhood",It's actually quite common for people who've been independent since childhood to find asking for help challenging. Many discover that reaching out can strengthen relationships and create meaningful connections. Would you like to talk about what specifically worries you?,39,114,48,1.279,False,False,predicted,Providing Suggestions,Information,False
682,4,Information,"[seeker] yes i have , but i scaring to ask them . i never depend on any body since my childhood",Research shows that people who ask for help actually build stronger relationships and tend to have better mental health outcomes than those who isolate their struggles.,26,395,31,1.065,False,False,predicted,Providing Suggestions,Information,False
718,2,Information,[seeker] I agree. Sometimes you just have to take a step back and have a conversation with someone not in the thick of it.,That's a really healthy insight. Having an outside perspective can help clarify things. Research shows talking to someone removed from the situation often reveals patterns we miss when we're emotionally involved.,31,118,41,1.194,False,False,predicted,Information,Information,True
718,4,Information,[seeker] I agree. Sometimes you just have to take a step back and have a conversation with someone not in the thick of it.,Getting perspective from someone outside the situation can reveal patterns you might miss when you're deeply involved. Outside observers often notice details that feel invisible from within.,27,399,33,1.112,False,False,predicted,Information,Information,True
725,2,Self-disclosure,"[seeker] Okay, I hear you. Thanks. Yeah, I guess I have to really force myself.","I totally get that feeling. I've been there too—sometimes pushing myself to take that first step feels impossible. But I've found it often gets easier once you start. You're already showing real awareness here, and that matters.",37,118,50,1.182,False,False,predicted,Providing Suggestions,Self-disclosure,False
725,4,Self-disclosure,"[seeker] Okay, I hear you. Thanks. Yeah, I guess I have to really force myself.",I've definitely been there—pushing myself to do something I wasn't naturally inclined toward. It does get easier once you build that initial momentum though.,24,408,34,1.344,False,False,predicted,Providing Suggestions,Self-disclosure,False
726,2,Information,"[seeker] Okay, I hear you. Thanks. Yeah, I guess I have to really force myself. [supporter] Force yourself at first, then the ""body in motion, stays in motion"" law will take over. :)","That's actually backed by science! When you move your body, it releases endorphins and improves mood. Even a 10-minute walk can shift your mindset. Starting is the hardest part—momentum does the rest.",32,139,51,1.218,False,False,predicted,Reflection of feelings,Information,False
726,4,Information,"[seeker] Okay, I hear you. Thanks. Yeah, I guess I have to really force myself. [supporter] Force yourself at first, then the ""body in motion, stays in motion"" law will take over. :)","Physical activity actually increases endorphin production, which can make subsequent exercise feel more rewarding over time rather than requiring constant force.",21,420,29,1.208,False,False,predicted,Reflection of feelings,Information,False
728,2,Providing Suggestions,"[seeker] Yes, I agree. I used to go to at least one concert every year. Now that's out of the question. It gets boring and a little depressing. Hopefully 2021 will be better.","While we wait for concerts to return, have you considered live-streamed performances or virtual music events? Many artists are offering these now. It could help bridge that gap and keep you connected to live music you love.",37,141,47,1.168,False,False,predicted,Providing Suggestions,Providing Suggestions,True
728,4,Providing Suggestions,"[seeker] Yes, I agree. I used to go to at least one concert every year. Now that's out of the question. It gets boring and a little depressing. Hopefully 2021 will be better.","What if you explored live music options closer to home—local venues, street performances, or even streaming concerts? That might help bridge the gap until larger events return.",27,447,36,1.141,False,False,predicted,Providing Suggestions,Providing Suggestions,True
731,2,Affirmation and Reassurance,[seeker] I'm so anxious. I'm losing my job at the end of the month and I don't know how my resume is going to hold up with so many other people looking for work too!,"You're taking action by thinking about your resume right now—that's exactly the right instinct. Your experience matters, and many employers value your skills. You've got this, and we can work through this together.",33,144,47,1.468,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
731,4,Affirmation and Reassurance,[seeker] I'm so anxious. I'm losing my job at the end of the month and I don't know how my resume is going to hold up with so many other people looking for work too!,You're already taking action by thinking about your resume during a stressful time. That initiative matters. Your specific skills and experience are yours alone—competition doesn't diminish what you bring.,29,425,42,1.299,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
736,2,Others,[seeker] I'll try! Thank you so much for the advice!,"You're so welcome! I'm really glad I could help. Remember, you've got this, and I'm here whenever you need to talk. Take good care of yourself! 💙",27,109,42,1.08,False,False,predicted,Information,Others,False
736,4,Others,[seeker] I'll try! Thank you so much for the advice!,That's great! I'm rooting for you. Feel free to come back anytime if you want to talk through how things go.,21,332,31,0.777,False,False,predicted,Information,Others,False
740,2,Others,[seeker] I don't think so. I already feel excited to get started looking at those resources and tweaking my achievements.,That's wonderful to hear! I'm really glad you're feeling energized about this. Best of luck with everything—you've got this! Feel free to come back anytime you need support.,28,120,43,1.075,False,False,predicted,Affirmation and Reassurance,Others,False
740,4,Others,[seeker] I don't think so. I already feel excited to get started looking at those resources and tweaking my achievements.,That's great to hear. I'm glad you're feeling motivated about this next step. Wishing you all the best as you dive in.,22,343,33,1.141,False,False,predicted,Affirmation and Reassurance,Others,False
750,2,Reflection of feelings,[seeker] really?,"I hear some surprise in that ""really?"" – like maybe you weren't expecting what was just shared, or perhaps you're processing something unexpected. I'm here to listen and help you work through whatever you're feeling right now.",37,100,49,1.323,False,False,predicted,Question,Reflection of feelings,False
750,4,Reflection of feelings,[seeker] really?,It sounds like you're feeling a bit of doubt or surprise about something that was just said. That hesitation is coming through clearly.,23,374,30,1.2,False,False,predicted,Question,Reflection of feelings,False
754,2,Others,[seeker] i feel better to know that,"That's wonderful to hear! I'm really glad you're feeling a bit better. Is there anything else on your mind you'd like to talk about, or would you like to take a break for now?",34,103,45,1.119,False,False,predicted,Information,Others,False
754,4,Others,[seeker] i feel better to know that,That's really good to hear. I'm glad you're feeling a bit lighter about things.,14,326,22,0.791,False,False,predicted,Information,Others,False
761,2,Question,[seeker] my partners schedule changes about 3 times a day. so i never know if what i had planned will happen or not. usually not. [supporter] I can understand why that may frustrate you.,"That sounds really stressful. When these changes happen, how do you usually find out? And does your partner realize how much this uncertainty affects your plans together?",27,139,36,1.115,False,False,predicted,Question,Question,True
761,4,Question,[seeker] my partners schedule changes about 3 times a day. so i never know if what i had planned will happen or not. usually not. [supporter] I can understand why that may frustrate you.,"When your plans fall through, what's the hardest part for you—the uncertainty itself, or something specific that gets disrupted when those changes happen?",23,399,34,1.074,False,False,predicted,Question,Question,True
772,2,Affirmation and Reassurance,[seeker] we do make the most of our 2 to 3 hours together at night. otherwise i would completely break down,That shows real strength—finding moments of connection even when time is limited. You're doing important work by being present together. Taking care of yourself matters too. You're handling a lot.,30,129,41,1.271,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
772,4,Affirmation and Reassurance,[seeker] we do make the most of our 2 to 3 hours together at night. otherwise i would completely break down,"That intentionality—making those hours count—shows real strength. You're actively protecting your wellbeing during an incredibly taxing situation, and that takes genuine resilience.",22,410,39,1.368,False,False,predicted,Affirmation and Reassurance,Affirmation and Reassurance,True
775,2,Information,[seeker] we had a lot of talks about this issue,I hear you've had many conversations about this. Sometimes it helps to know that talking things through—even repeatedly—is actually a healthy part of processing difficult situations. What specific information would help you most right now?,35,102,46,1.158,False,False,predicted,Providing Suggestions,Information,False
775,4,Information,[seeker] we had a lot of talks about this issue,"Multiple conversations on the same topic can actually help clarify thinking over time, as each discussion often brings new perspectives or details to light that weren't considered before.",28,383,35,1.186,False,False,predicted,Providing Suggestions,Information,False
793,2,Question,"[seeker] Not being able to leave the house with Covid. [seeker] plus my hours were cut at work. [supporter] I completely understand. I am also going through the same. I have not left my house in weeks. While I am able to work from home, my hours were also cut.","I'm sorry you're dealing with both of those stressors. When your hours got cut, how has that impacted you most—is it mainly the financial side, or is the uncertainty about work affecting you emotionally too?",35,158,50,1.229,False,False,predicted,Question,Question,True
793,4,Question,"[seeker] Not being able to leave the house with Covid. [seeker] plus my hours were cut at work. [supporter] I completely understand. I am also going through the same. I have not left my house in weeks. While I am able to work from home, my hours were also cut.",What's been the hardest part about having your work hours reduced right now?,13,418,19,1.149,False,False,predicted,Question,Question,True
800,2,Providing Suggestions,[seeker] Do you use any other social media for connecting with new people.,I'd suggest trying community groups on Facebook or Discord servers based on your interests—they're great for connecting with like-minded people in a comfortable setting. What hobbies or interests do you enjoy most?,32,110,45,1.637,False,False,predicted,Self-disclosure,Providing Suggestions,False
800,4,Providing Suggestions,[seeker] Do you use any other social media for connecting with new people.,Building connections beyond one platform can help. Would exploring a community group or forum aligned with your interests be worth trying as a way to meet people with shared passions?,30,416,36,1.316,False,False,predicted,Self-disclosure,Providing Suggestions,False
802,2,Information,[seeker] True.  I have to change out a few old style electrical plugs.  Maybe I can do something on that?,"That's a great idea! Replacing old outlets is a manageable DIY project. Just remember to turn off power at the breaker first. You might find helpful step-by-step videos online, or consider consulting an electrician if you're unsure about anything.",39,118,59,1.316,False,False,predicted,Affirmation and Reassurance,Information,False
802,4,Information,[seeker] True.  I have to change out a few old style electrical plugs.  Maybe I can do something on that?,"Replacing older electrical outlets yourself is possible if you're comfortable working with electricity, though many places require a licensed electrician for this type of work depending on local codes.",29,399,37,1.274,False,False,predicted,Affirmation and Reassurance,Information,False
812,2,Question,"[seeker] I know i'll be safe.. but I have depression and it affects me the most at night, every night. I feel like i can't escape it. [supporter] I'm sorry to hear that. I have struggled to deal with depression most of my life, so I know it can be debilitating, but I have found ways to help myself.","That sounds really tough. I'm curious - when the depression hits hardest at night, what does that look like for you? Are there specific thoughts or feelings that come up, or is it more of a general heaviness?",38,170,49,1.174,False,False,predicted,Question,Question,True
812,4,Question,"[seeker] I know i'll be safe.. but I have depression and it affects me the most at night, every night. I feel like i can't escape it. [supporter] I'm sorry to hear that. I have struggled to deal with depression most of my life, so I know it can be debilitating, but I have found ways to help myself.",What happens during those nighttime hours that makes the depression feel most intense for you?,15,430,20,1.145,False,False,predicted,Question,Question,True
820,2,Others,"[seeker] I always lose sight of how to make things better. It really helps to talk sometimes so someone can help me put things into perspective. I'll look into Frank Hammond! I am actually religious and would love to look into that. [supporter] I will definitely pray for you tonight because I know losing sleep is hard to deal with. But please have hope, sometimes we go through these things to possible get to deeper issues that might need to be dealt with. We only have a few minutes here, but I'm pretty old and I have found this to be true so many times.  Get a good support system of good friends. Having people who ""get"" you is SO vital to our lives. And learning to be grateful helps too. And especially journal, find out what may be bothering you.","I'm so glad our conversation helped today. Please take good care of yourself, and remember—reaching out like you did takes real courage. Wishing you all the best on this journey ahead.",31,259,43,1.015,False,False,predicted,Self-disclosure,Others,False
820,4,Others,"[seeker] I always lose sight of how to make things better. It really helps to talk sometimes so someone can help me put things into perspective. I'll look into Frank Hammond! I am actually religious and would love to look into that. [supporter] I will definitely pray for you tonight because I know losing sleep is hard to deal with. But please have hope, sometimes we go through these things to possible get to deeper issues that might need to be dealt with. We only have a few minutes here, but I'm pretty old and I have found this to be true so many times.  Get a good support system of good friends. Having people who ""get"" you is SO vital to our lives. And learning to be grateful helps too. And especially journal, find out what may be bothering you.",That's wonderful you're taking these steps forward. Wishing you all the best as you explore these paths and build that support around you.,23,482,32,1.876,False,False,predicted,Self-disclosure,Others,False
830,2,Reflection of feelings,"[seeker] Thanks, I just don't want to disappoint them. They work so hard and want the best for me.",It sounds like you're carrying a lot of weight trying to live up to their expectations. That pressure to not disappoint people who care about you can feel really heavy. Your feelings about this matter.,35,121,43,1.152,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
830,4,Reflection of feelings,"[seeker] Thanks, I just don't want to disappoint them. They work so hard and want the best for me.",There's a weight you're carrying—this pressure to live up to their efforts and sacrifice. You're feeling responsible for validating all the hard work they've poured in for you.,28,395,41,1.128,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
843,2,Providing Suggestions,[seeker] I will try to talk to them. Any other advice?,"That's great! When you talk to them, try picking a calm moment and using ""I"" statements like ""I feel hurt when..."" instead of blaming. This helps them hear you without getting defensive. You've got this!",35,109,50,1.313,False,False,predicted,Providing Suggestions,Providing Suggestions,True
843,4,Providing Suggestions,[seeker] I will try to talk to them. Any other advice?,"Before you have that conversation, it might help to write down the specific points you want to discuss so you stay focused and don't lose your train of thought in the moment.",32,415,38,1.134,False,False,predicted,Providing Suggestions,Providing Suggestions,True
851,2,Providing Suggestions,[seeker] I use facebook quite a lot and it helps but it cannot compensate for face to face contact. I really need to be able to see people.,That makes complete sense—face-to-face connection is irreplaceable. Have you considered joining local groups or clubs around your interests? Even small in-person gatherings can help fulfill that need for real human contact.,31,127,48,1.044,False,False,predicted,Providing Suggestions,Providing Suggestions,True
851,4,Providing Suggestions,[seeker] I use facebook quite a lot and it helps but it cannot compensate for face to face contact. I really need to be able to see people.,It sounds like you're craving that in-person connection. What if you reached out to one person this week about meeting for coffee or a walk—something low-pressure to start rebuilding that face-to-face time?,32,433,50,1.099,False,False,predicted,Providing Suggestions,Providing Suggestions,True
855,2,Others,"[seeker] That's why I'm here ;). You are being very helpful, thank you! It's just nice to be able to tell people what I am worried about and not have them think that I am just being silly.","You're so welcome! I'm really glad you felt comfortable sharing with me. Your concerns are completely valid, and I'm here anytime you need to talk. Take care of yourself! 😊",30,141,44,1.297,False,False,predicted,Reflection of feelings,Others,False
855,4,Others,"[seeker] That's why I'm here ;). You are being very helpful, thank you! It's just nice to be able to tell people what I am worried about and not have them think that I am just being silly.","You're welcome! I'm glad you felt comfortable sharing what's on your mind. That takes courage, and your concerns are valid.",20,364,30,1.018,False,False,predicted,Reflection of feelings,Others,False
858,2,Others,[seeker] I felt that you were very helpful. It is nice to just know that someone is listening. I do not think that there is much in the way of local resources at the moment - everyone is very stretched.,I'm glad I could be here for you. Sometimes just having someone listen really does make a difference. Please know you can reach out anytime you need to talk—I'm always here for you.,33,139,44,1.386,False,False,predicted,Affirmation and Reassurance,Others,False
858,4,Others,[seeker] I felt that you were very helpful. It is nice to just know that someone is listening. I do not think that there is much in the way of local resources at the moment - everyone is very stretched.,That means a lot. I'm glad I could be here for you. Feel free to reach out whenever you need to talk things through.,24,362,31,0.881,False,False,predicted,Affirmation and Reassurance,Others,False
863,2,Reflection of feelings,[seeker] Yes it is but I should be leaving her and moving on. Problem is she is a 9 and I'm a 5 and I love her. Pretty sure she is cheating though so hopefully if I ignore it she may just leave things as they are.,"It sounds like you're caught between deep love and real pain—feeling like you might not be ""enough"" for her while also hoping the hurt will just go away. That's a really difficult place to be.",35,153,46,1.09,False,False,predicted,Self-disclosure,Reflection of feelings,False
